,DOGE,DOGE,DOGE,DOGE,DOGE,BTC,BTC,BTC,BTC,BTC,XRP,XRP,XRP,XRP,XRP,USDT,USDT,USDT,USDT,USDT,ETH,ETH,ETH,ETH,ETH
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-21,0.0036510000936686993,0.0038330000825226307,0.0036059999838471413,0.0036589999217540026,6711100.0,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,6043129856,0.7130550146102905,0.7206100225448608,0.6791620254516602,0.693664014339447,527324000.0,0.9969379901885986,1.0090099573135376,0.9926469922065735,0.999243974685669,2353890048.0,559.0999755859375,589.6069946289062,550.572021484375,561.7319946289062,1781270016.0
2018-03-22,0.003665999975055456,0.003725999966263771,0.00344299990683794,0.0035280000884085894,5210480.0,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,5530390016,0.6931449770927429,0.70135098695755,0.6367409825325012,0.6627429723739624,449041984.0,0.999459981918335,1.01118004322052,0.9934679865837097,0.9989820122718811,2171849984.0,562.10302734375,577.5659790039062,523.0889892578125,539.7020263671875,1523459968.0
2018-03-23,0.0035329998936504126,0.0035600000992417336,0.003341000061482191,0.0035600000992417336,6178530.0,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,5954120192,0.6631109714508057,0.6631109714508057,0.6252580285072327,0.6431739926338196,387164000.0,0.9992210268974304,1.0086100101470947,0.9902349710464478,0.9902349710464478,1995699968.0,539.864013671875,540.4869995117188,512.1270141601562,539.6190185546875,1596349952.0
2018-03-24,0.003596999915316701,0.0037269999738782644,0.0035099999513477087,0.003590000094845891,4461220.0,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,5664600064,0.6462140083312988,0.6796079874038696,0.6405159831047058,0.6412649750709534,390740000.0,1.00163996219635,1.0090999603271484,0.9942989945411682,1.0090999603271484,1785500032.0,542.572021484375,545.3820190429688,526.0800170898438,526.4390258789062,1300009984.0
2018-03-25,0.0035500000230968,0.003575999988242984,0.0034630000591278076,0.003504999913275242,3476340.0,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,4569880064,0.6386319994926453,0.6572129726409912,0.6319010257720947,0.6418750286102295,229352000.0,1.0001200437545776,1.0101799964904785,0.9944819808006287,0.9996860027313232,1511320064.0,522.7030029296875,535.8209838867188,515.6589965820312,524.2869873046875,1151170048.0
2018-03-26,0.003498000092804432,0.0035409999545663595,0.003140999935567379,0.0032889998983591795,6061990.0,8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,5921039872,0.6426830291748047,0.644120991230011,0.5859220027923584,0.5994629859924316,384504992.0,0.9965999722480774,1.0130800008773804,0.9836819767951965,1.0034099817276,2183960064.0,524.2869873046875,526.3790283203125,470.44000244140625,489.95098876953125,1638880000.0
2018-03-27,0.0032760000322014093,0.003283000085502863,0.0031079999171197414,0.0031449999660253525,5235300.0,8200.0,8232.7802734375,7797.27978515625,7833.0400390625,5378250240,0.5990260243415833,0.6043319702148438,0.5651320219039917,0.5779169797897339,351380992.0,1.0024199485778809,1.0129200220108032,0.9894729852676392,1.0016100406646729,2051079936.0,489.5899963378906,491.4590148925781,449.97100830078125,450.1159973144531,1617939968.0
2018-03-28,0.003134000115096569,0.003244000021368265,0.0031139999628067017,0.003140999935567379,4912220.0,7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,4935289856,0.5775110125541687,0.5940229892730713,0.5728279948234558,0.5780019760131836,258298000.0,1.0022799968719482,1.0099899768829346,0.9937210083007812,0.9992039799690247,1857049984.0,450.2909851074219,466.21099853515625,444.8609924316406,446.27899169921875,1514179968.0
2018-03-29,0.0031709999311715364,0.0031769999768584967,0.0027580000460147858,0.002827000105753541,5630550.0,7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,6361229824,0.577767014503479,0.5786399841308594,0.5115110278129578,0.5115110278129578,420550016.0,1.0025999546051025,1.0110199451446533,0.9824720025062561,0.9986230134963989,2486609920.0,448.07501220703125,450.81298828125,385.81298828125,385.9679870605469,1970230016.0
2018-03-30,0.002810999983921647,0.0028899998869746923,0.002647999906912446,0.0027630000840872526,5378440.0,7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,6289509888,0.513267993927002,0.5312759876251221,0.48436200618743896,0.509564995765686,518219008.0,0.9958969950675964,1.008470058441162,0.9796329736709595,0.9989429712295532,2596849920.0,385.9049987792969,409.9289855957031,368.63299560546875,394.6449890136719,1878130048.0
2018-03-31,0.0027520000003278255,0.002896999940276146,0.0026990000624209642,0.002819000044837594,3505010.0,6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,4553269760,0.5106170177459717,0.5294060111045837,0.5051670074462891,0.5123530030250549,293208000.0,0.9970139861106873,1.008489966392517,0.993569016456604,1.0007699728012085,1763719936.0,395.0039978027344,418.4679870605469,392.9530029296875,396.4570007324219,1323920000.0
2018-04-01,0.0028180000372231007,0.0028689999599009752,0.0025949999690055847,0.002718999981880188,3373820.0,7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,4532100096,0.5138540267944336,0.5154370069503784,0.46622300148010254,0.4850809872150421,297868992.0,0.9957020282745361,1.009850025177002,0.9807779788970947,0.999809980392456,1832530048.0,397.2539978027344,400.52801513671875,363.80499267578125,379.60699462890625,1256930048.0
2018-04-02,0.0027310000732541084,0.002814000006765127,0.002704000100493431,0.0027970001101493835,5034000.0,6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,4333440000,0.486066997051239,0.5104460120201111,0.4785960018634796,0.5006880164146423,262342000.0,1.0033299922943115,1.0072499513626099,0.9880599975585938,1.0001300573349,1550880000.0,379.6990051269531,395.1709899902344,377.5929870605469,386.42498779296875,1102259968.0
2018-04-03,0.0027940000873059034,0.0029929999727755785,0.0027799999807029963,0.0029800001066178083,6618080.0,7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,5499700224,0.5015329718589783,0.5626980066299438,0.4996579885482788,0.5580440163612366,578238976.0,0.9975870251655579,1.007040023803711,0.9950730204582214,1.0003700256347656,1753520000.0,387.31201171875,418.9679870605469,383.5320129394531,416.89300537109375,1363399936.0
2018-04-04,0.0029819998890161514,0.0030060000717639923,0.0027169999666512012,0.0027699999045580626,5330250.0,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,4936000000,0.5545690059661865,0.5631170272827148,0.4984869956970215,0.5016310214996338,415257984.0,1.003980040550232,1.0145200490951538,0.9942700266838074,1.000830054283142,1772329984.0,416.4849853515625,417.47198486328125,375.30999755859375,380.5429992675781,1287730048.0
2018-04-05,0.002785000018775463,0.0027910000644624233,0.0026539999525994062,0.002713999943807721,4829150.0,6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,5639320064,0.5019500255584717,0.5058820247650146,0.4844900071620941,0.49580100178718567,358755008.0,1.0020500421524048,1.0097600221633911,0.9874340295791626,1.0025299787521362,1609469952.0,379.9469909667969,387.71600341796875,369.8160095214844,383.23199462890625,1210680064.0
2018-04-06,0.0027149999514222145,0.002736999886110425,0.0026140001136809587,0.0026700000744313,2848290.0,6815.9599609375,6857.490234375,6575.0,6636.31982421875,3766810112,0.4947809875011444,0.498089998960495,0.46561500430107117,0.4764310121536255,218156000.0,1.000309944152832,1.0110100507736206,0.9913759827613831,1.0010900497436523,1257110016.0,382.7309875488281,385.19500732421875,366.9110107421875,370.2850036621094,967105984.0
2018-04-07,0.002681999932974577,0.0028649999294430017,0.002669000066816807,0.0028019999153912067,3034220.0,6630.509765625,7050.5400390625,6630.509765625,6911.08984375,3976610048,0.4768509864807129,0.4956670105457306,0.474575012922287,0.48786699771881104,209076000.0,1.0017399787902832,1.0057799816131592,0.986519992351532,0.9996439814567566,1332259968.0,370.3800048828125,393.0589904785156,369.9360046386719,385.3139953613281,951475008.0
2018-04-08,0.0027860000263899565,0.0029070000164210796,0.0027860000263899565,0.0028429999947547913,3683180.0,6919.97998046875,7111.56005859375,6919.97998046875,7023.52001953125,3652499968,0.4882270097732544,0.5014179944992065,0.4875909984111786,0.5003979802131653,137548000.0,1.0015300512313843,1.0058000087738037,0.9950910210609436,0.9968090057373047,1090880000.0,385.7430114746094,402.5899963378906,385.60198974609375,400.50799560546875,948488000.0
2018-04-09,0.0028550000861287117,0.00292899995110929,0.002724000019952655,0.0027630000840872526,4827250.0,7044.31982421875,7178.10986328125,6661.990234375,6770.72998046875,4894060032,0.5012009739875793,0.51214200258255,0.482573002576828,0.4918549954891205,271775008.0,0.9975410103797913,1.0089000463485718,0.9933930039405823,0.9975550174713135,1678770048.0,400.85699462890625,429.2510070800781,390.6099853515625,398.5260009765625,1478390016.0
2018-04-10,0.002759000053629279,0.003073000116273761,0.002739999908953905,0.0030429998878389597,10212100.0,6795.43994140625,6872.41015625,6704.14990234375,6834.759765625,4272750080,0.4921340048313141,0.4936450123786926,0.4828389883041382,0.4919309914112091,154495008.0,0.996953010559082,1.0037100315093994,0.9917439818382263,0.9973559975624084,1253949952.0,399.4110107421875,415.88800048828125,393.8789978027344,414.2430114746094,1196000000.0
2018-04-11,0.00303900009021163,0.0034990001004189253,0.0030129998922348022,0.003396000014618039,25292400.0,6843.47021484375,6968.31982421875,6817.58984375,6968.31982421875,4641889792,0.4925679862499237,0.548454999923706,0.4890260100364685,0.5395060181617737,341707008.0,0.9975929856300354,1.0023900270462036,0.9925209879875183,1.000249981880188,1741699968.0,415.02398681640625,430.5400085449219,412.47100830078125,430.5400085449219,1439040000.0
2018-04-12,0.0033740000799298286,0.0037980000488460064,0.0032550001051276922,0.0037980000488460064,13877700.0,6955.3798828125,7899.22998046875,6806.509765625,7889.25,8906250240,0.538657009601593,0.6445180177688599,0.506542980670929,0.6287369728088379,1346739968.0,0.9964079856872559,1.0205899477005005,0.9860249757766724,0.9968309998512268,3636590080.0,430.1610107421875,493.0580139160156,417.4129943847656,492.9410095214844,2519360000.0
2018-04-13,0.0037819999270141125,0.0042940001003444195,0.0037499999161809683,0.003994999919086695,18150400.0,7901.08984375,8183.9599609375,7758.93017578125,7895.9599609375,7764460032,0.630092978477478,0.6931120157241821,0.6058160066604614,0.6380869746208191,1245170048.0,0.99583899974823,1.0098899602890015,0.989434003829956,0.998894989490509,3218919936.0,493.1600036621094,526.469970703125,482.65899658203125,492.7349853515625,2419249920.0
2018-04-14,0.003957999870181084,0.004217999987304211,0.003924000076949596,0.004149999935179949,13585900.0,7874.669921875,8140.7099609375,7846.0,7986.240234375,5191430144,0.6373800039291382,0.6615080237388611,0.6163070201873779,0.6321840286254883,626268032.0,1.001829981803894,1.0096800327301025,0.9939939975738525,0.9997659921646118,2060220032.0,492.5799865722656,512.0239868164062,488.27899169921875,501.4779968261719,1519079936.0
2018-04-15,0.004135000053793192,0.004614000208675861,0.004135000053793192,0.00457100011408329,11867500.0,7999.330078125,8338.419921875,7999.330078125,8329.1103515625,5244480000,0.6348829865455627,0.6825339794158936,0.6341429948806763,0.6825339794158936,609636992.0,0.9963080286979675,1.0059399604797363,0.9865639805793762,0.9986019730567932,2057859968.0,502.8800048828125,531.7020263671875,502.8800048828125,531.7020263671875,1726089984.0
2018-04-16,0.004588000010699034,0.004920000210404396,0.004391000140458345,0.004585000220686197,22272600.0,8337.5703125,8371.150390625,7925.72998046875,8058.669921875,5631309824,0.6822959780693054,0.6871650218963623,0.6386100053787231,0.6632969975471497,531996000.0,0.9988840222358704,1.0102699995040894,0.9957540035247803,0.9975919723510742,2125180032.0,532.073974609375,534.197021484375,500.25,511.1470031738281,1758979968.0
2018-04-17,0.004588000010699034,0.004869000054895878,0.004515000153332949,0.0047439998015761375,17139500.0,8071.66015625,8285.9599609375,7881.72021484375,7902.08984375,6900879872,0.6648899912834167,0.6773560047149658,0.6543459892272949,0.6569330096244812,442352992.0,0.9972169995307922,1.0062799453735352,0.991320013999939,0.9985560178756714,2075650048.0,511.1449890136719,518.031005859375,502.5639953613281,502.8940124511719,1760359936.0
2018-04-18,0.004712000023573637,0.005468000192195177,0.0047079999931156635,0.005412000231444836,21720200.0,7944.43017578125,8197.7998046875,7886.009765625,8163.419921875,6529909760,0.6570519804954529,0.7214260101318359,0.6570519804954529,0.7089319825172424,624049024.0,1.0006599426269531,1.0085300207138062,0.9832839965820312,0.99760901927948,2112089984.0,503.3089904785156,525.0919799804688,503.0450134277344,524.7890014648438,1762940032.0
2018-04-19,0.0053969998843967915,0.005824000108987093,0.005319999996572733,0.005824000108987093,27012500.0,8159.27001953125,8298.6904296875,8138.77978515625,8294.3095703125,7063209984,0.7120590209960938,0.7919759750366211,0.706840991973877,0.7919759750366211,878328000.0,0.9979069828987122,1.0028400421142578,0.9928889870643616,0.9971849918365479,2217799936.0,524.0380249023438,567.8889770507812,523.2620239257812,567.8889770507812,2256869888.0
2018-04-20,0.005834000185132027,0.00595800019800663,0.005698000080883503,0.0058929999358952045,23110700.0,8286.8798828125,8880.23046875,8244.5400390625,8845.830078125,8438110208,0.7911720275878906,0.9383540153503418,0.7911720275878906,0.924465000629425,2344069888.0,0.9975500106811523,1.0049099922180176,0.9882850050926208,0.998337984085083,3458870016.0,567.989013671875,618.7150268554688,560.2830200195312,615.718017578125,2849469952.0
2018-04-21,0.005878000054508448,0.005886999890208244,0.005193999968469143,0.005413000006228685,25007100.0,8848.7900390625,8997.5703125,8652.150390625,8895.580078125,7548550144,0.9250209927558899,0.9250209927558899,0.8211129903793335,0.8731030225753784,1563970048.0,0.9970710277557373,1.0097800493240356,0.9938160181045532,0.9990140199661255,3570040064.0,616.0040283203125,621.8880004882812,578.5499877929688,605.39501953125,2612460032.0
2018-04-22,0.0054419999942183495,0.005772999953478575,0.00532800005748868,0.005539000034332275,18456900.0,8925.0595703125,9001.6396484375,8779.6103515625,8802.4599609375,6629899776,0.8668199777603149,0.9119009971618652,0.8480910062789917,0.8699949979782104,946398976.0,1.0043100118637085,1.0111500024795532,0.9891909956932068,0.9961959719657898,3176019968.0,606.1190185546875,640.7670288085938,593.8690185546875,621.8599853515625,2426269952.0
2018-04-23,0.005545000080019236,0.0057069999165833,0.005400000140070915,0.005481999833136797,33576300.0,8794.3896484375,8958.5498046875,8788.8095703125,8930.8798828125,6925190144,0.8665779829025269,0.8862900137901306,0.8633040189743042,0.8766570091247559,674545024.0,0.9951300024986267,1.0039900541305542,0.9887800216674805,0.9978470206260681,3075480064.0,621.198974609375,646.7000122070312,621.0349731445312,642.5479736328125,2386830080.0
2018-04-24,0.005489000119268894,0.0059079998172819614,0.005481999833136797,0.005799999926239252,36637000.0,8934.33984375,9732.6103515625,8927.830078125,9697.5,10678800384,0.8760120272636414,0.9656100273132324,0.8735659718513489,0.934781014919281,1572930048.0,0.9989740252494812,1.007449984550476,0.9902970194816589,1.0047600269317627,5033249792.0,643.3980102539062,708.875,643.3980102539062,708.1580200195312,3581860096.0
2018-04-25,0.005878999829292297,0.005919000133872032,0.004947000183165073,0.0050929998978972435,38270000.0,9701.0302734375,9745.3203125,8799.83984375,8845.740234375,11083100160,0.9327710270881653,0.9327710270881653,0.7792310118675232,0.8006070256233215,1614050048.0,1.0050899982452393,1.01705002784729,0.9860739707946777,0.9918090105056763,6126580224.0,707.06201171875,707.06201171875,600.2119750976562,615.416015625,4216140032.0
2018-04-26,0.005127999931573868,0.005675999913364649,0.004896000027656555,0.005626999773085117,41358700.0,8867.3203125,9281.509765625,8727.08984375,9281.509765625,8970559488,0.8017740249633789,0.8524140119552612,0.7717869877815247,0.8524140119552612,1028590016.0,1.0022599697113037,1.009160041809082,0.9923809766769409,0.9996140003204346,4206320128.0,618.0789794921875,663.1810302734375,604.0070190429688,662.8090209960938,2984009984.0
2018-04-27,0.005582999903708696,0.0057390001602470875,0.005295999813824892,0.005421999841928482,38969800.0,9290.6298828125,9375.4697265625,8987.0498046875,8987.0498046875,7566289920,0.8511390089988708,0.8596410155296326,0.813884973526001,0.813884973526001,673793024.0,1.0020500421524048,1.0084799528121948,0.9951220154762268,1.0041500329971313,4060179968.0,662.1090087890625,684.8679809570312,647.031982421875,647.031982421875,2598129920.0
2018-04-28,0.005363999865949154,0.005621999967843294,0.005313999950885773,0.005357000045478344,35916600.0,8939.26953125,9412.08984375,8931.990234375,9348.48046875,7805479936,0.8120629787445068,0.8875910043716431,0.8120629787445068,0.8638039827346802,788718976.0,1.0007799863815308,1.008810043334961,0.9910150170326233,0.999334990978241,4066050048.0,644.64599609375,691.4420166015625,644.64599609375,683.677978515625,2496659968.0
2018-04-29,0.005470000207424164,0.005557999946177006,0.005222000181674957,0.005458999890834093,37883800.0,9346.41015625,9531.490234375,9193.7099609375,9419.080078125,8853000192,0.8643990159034729,0.9049450159072876,0.8344799876213074,0.8727779984474182,896313984.0,0.9988660216331482,1.0137799978256226,0.9923040270805359,0.9980159997940063,5167799808.0,683.9119873046875,697.7559814453125,670.5130004882812,688.8809814453125,2740559872.0
2018-04-30,0.005404999945312738,0.005534000229090452,0.005135999992489815,0.005210000090301037,36411800.0,9426.1103515625,9477.1396484375,9166.8095703125,9240.5498046875,8673920000,0.8714039921760559,0.8767880201339722,0.8312079906463623,0.8379380106925964,575363968.0,0.9975529909133911,1.0128300189971924,0.992920994758606,0.9989190101623535,4498440192.0,689.760986328125,694.4390258789062,666.1170043945312,669.9240112304688,2853100032.0
2018-05-01,0.0052720000967383385,0.0052720000967383385,0.004898999817669392,0.005144000053405762,11657500.0,9251.4697265625,9255.8798828125,8891.0498046875,9119.009765625,7713019904,0.8383550047874451,0.8420689702033997,0.7978259921073914,0.8414070010185242,630809024.0,1.000249981880188,1.0120099782943726,0.993632972240448,1.0034899711608887,3901110016.0,670.4630126953125,674.4030151367188,637.5399780273438,673.6129760742188,2678960128.0
2018-05-02,0.005113999824970961,0.005415000021457672,0.0050409999676048756,0.005272999871522188,49958400.0,9104.599609375,9256.51953125,9015.1396484375,9235.919921875,7558159872,0.8393549919128418,0.8642799854278564,0.8317130208015442,0.8590940237045288,544425984.0,1.0006200075149536,1.0046499967575073,0.9927359819412231,0.9974640011787415,3711889920.0,674.0750122070312,688.8419799804688,667.4199829101562,687.1489868164062,2822269952.0
2018-05-03,0.00533400010317564,0.0056489999406039715,0.005212000105530024,0.0056409998796880245,50484900.0,9233.9697265625,9798.330078125,9188.150390625,9743.8603515625,10207299584,0.8589800000190735,0.8929160237312317,0.8473190069198608,0.8844659924507141,725228992.0,0.9962670207023621,1.005270004272461,0.9939200282096863,0.9979730248451233,4307829760.0,686.5910034179688,784.3410034179688,686.5910034179688,779.5430297851562,4210939904.0
2018-05-04,0.005532999988645315,0.005555000156164169,0.005204999819397926,0.005268999841064215,14434200.0,9695.5,9779.2001953125,9585.9599609375,9700.759765625,8217829888,0.8815360069274902,0.9276949763298035,0.8669220209121704,0.895442008972168,1007609984.0,1.005810022354126,1.005810022354126,0.9922040104866028,0.9985610246658325,3844979968.0,776.7750244140625,803.7459716796875,762.6320190429688,785.6240234375,3533410048.0
2018-05-05,0.005266999825835228,0.00534699996933341,0.005026000086218119,0.005179999861866236,30335800.0,9700.2802734375,9964.5,9695.1201171875,9858.150390625,7651939840,0.8955619931221008,0.922353982925415,0.8955619931221008,0.9051030278205872,668800000.0,0.9994480013847351,1.0013200044631958,0.992372989654541,0.996284008026123,3848780032.0,784.5830078125,827.4550170898438,784.2369995117188,816.1199951171875,3035040000.0
2018-05-06,0.00520200002938509,0.005259000230580568,0.004724999889731407,0.004970000125467777,33446900.0,9845.3095703125,9940.1396484375,9465.25,9654.7998046875,7222280192,0.9042350053787231,0.9186750054359436,0.8559719920158386,0.8714240193367004,640057024.0,0.9959059953689575,1.0081499814987183,0.9923210144042969,0.9972019791603088,3948859904.0,816.0880126953125,835.0570068359375,764.8829956054688,792.3109741210938,3105570048.0
2018-05-07,0.004966000095009804,0.005016999784857035,0.004631999880075455,0.00481700012460351,25891500.0,9645.669921875,9665.849609375,9231.5302734375,9373.009765625,7394019840,0.871213972568512,0.8712360262870789,0.8129330277442932,0.8326410055160522,602534976.0,0.9953510165214539,1.0069299936294556,0.9908499717712402,0.9972370266914368,4137240064.0,793.3389892578125,795.7579956054688,710.177978515625,753.7249755859375,4316120064.0
2018-05-08,0.0048329997807741165,0.005355999805033207,0.004792000167071819,0.005303000099956989,40660100.0,9380.8701171875,9462.75,9127.76953125,9234.8203125,7415869952,0.8330860137939453,0.846992015838623,0.8035680055618286,0.8139700293540955,465040992.0,0.9987450242042542,1.0082800388336182,0.9946749806404114,1.002120018005371,3317769984.0,755.0089721679688,774.2490234375,728.1290283203125,752.8569946289062,2920489984.0
2018-05-09,0.005272999871522188,0.005324000027030706,0.004652000032365322,0.0050929998978972435,33562300.0,9223.73046875,9374.759765625,9031.6201171875,9325.1796875,7226890240,0.8133929967880249,0.8199689984321594,0.7702999711036682,0.8020430207252502,611574976.0,1.002020001411438,1.0069899559020996,0.9931169748306274,1.0005099773406982,3236689920.0,752.9019775390625,759.5289916992188,718.4719848632812,752.2750244140625,2877870080.0
2018-05-10,0.004825000185519457,0.005295999813824892,0.004530999809503555,0.0048699998296797276,34878500.0,9325.9599609375,9396.0400390625,9040.51953125,9043.9404296875,6906699776,0.8032119870185852,0.8089140057563782,0.7573419809341431,0.7582370042800903,399324000.0,0.999422013759613,1.0111299753189087,0.9959840178489685,1.0013400316238403,3430200064.0,752.5789794921875,766.7479858398438,726.6640014648438,727.2769775390625,2748950016.0
2018-05-11,0.005036000162363052,0.005036000162363052,0.0039969999343156815,0.004362000152468681,27582800.0,9052.9599609375,9052.9599609375,8394.4599609375,8441.490234375,8488520192,0.7565780282020569,0.761326014995575,0.6560260057449341,0.6849480271339417,991409024.0,1.0040700435638428,1.0136300325393677,0.9829959869384766,1.0022499561309814,4733060096.0,727.0130004882812,736.9769897460938,669.8250122070312,679.5859985351562,3290080000.0
2018-05-12,0.004449999891221523,0.004668000154197216,0.003918000031262636,0.004472999833524227,27449400.0,8441.4404296875,8664.8603515625,8223.5,8504.8896484375,6821380096,0.6857720017433167,0.7149180173873901,0.6397709846496582,0.6967350244522095,596684992.0,0.999750018119812,1.0193400382995605,0.9847350120544434,1.001099944114685,4539990016.0,679.8770141601562,691.4110107421875,644.0659790039062,686.0479736328125,2668480000.0
2018-05-13,0.00430699996650219,0.004621999803930521,0.003965000156313181,0.004329000134021044,19823500.0,8515.490234375,8773.5498046875,8395.1201171875,8723.9404296875,5866379776,0.6980850100517273,0.7589769959449768,0.6809710264205933,0.745747983455658,532488000.0,1.0004899501800537,1.0065200328826904,0.9932479858398438,1.003250002861023,3179099904.0,687.1749877929688,741.31201171875,675.3189697265625,733.4959716796875,2362500096.0
2018-05-14,0.004499000031501055,0.00455900002270937,0.004219000227749348,0.004459999967366457,12399700.0,8713.099609375,8881.1201171875,8367.9697265625,8716.7900390625,7364149760,0.7447010278701782,0.7569829821586609,0.7076929807662964,0.7408980131149292,613462016.0,1.0019700527191162,1.0110700130462646,0.9895070195198059,1.001270055770874,3820280064.0,732.7329711914062,742.1699829101562,695.7919921875,730.5490112304688,3005110016.0
2018-05-15,0.004443000070750713,0.004788000136613846,0.004418000113219023,0.004515000153332949,21076900.0,8705.1904296875,8836.1904296875,8456.4501953125,8510.3798828125,6705710080,0.7389379739761353,0.7522690296173096,0.6926670074462891,0.6985880136489868,422980000.0,1.000540018081665,1.0130200386047363,0.993852972984314,1.0011399984359741,3315440128.0,731.1430053710938,739.052001953125,700.9949951171875,708.8709716796875,2523069952.0
2018-05-16,0.004474000073969364,0.004550000187009573,0.004259999841451645,0.004385000094771385,9611630.0,8504.41015625,8508.4296875,8175.490234375,8368.830078125,6760220160,0.6959199905395508,0.7140809893608093,0.6694380044937134,0.7140809893608093,429641984.0,1.002150058746338,1.0134299993515015,0.9903839826583862,0.9999499917030334,3238190080.0,708.0869750976562,710.2000122070312,682.541015625,707.0499877929688,2476130048.0
2018-05-17,0.0043680001981556416,0.004480000119656324,0.004172999877482653,0.004188000224530697,17314000.0,8370.0498046875,8445.5400390625,8054.1201171875,8094.31982421875,5862530048,0.7133880257606506,0.7146180272102356,0.6612129807472229,0.6673099994659424,337999008.0,1.0006200075149536,1.007699966430664,0.9967470169067383,1.000190019607544,3026749952.0,708.718017578125,718.8330078125,668.833984375,672.656982421875,2350619904.0
2018-05-18,0.003996000159531832,0.004377000033855438,0.003754999954253435,0.004017000086605549,13622000.0,8091.830078125,8274.1201171875,7974.81982421875,8250.9697265625,5764190208,0.6654000282287598,0.6856250166893005,0.6533899903297424,0.6802939772605896,344944000.0,1.0024900436401367,1.004349946975708,0.9937319755554199,1.0011099576950073,3051709952.0,672.1019897460938,695.031005859375,663.8090209960938,694.3670043945312,2305740032.0
2018-05-19,0.004217000212520361,0.0044280001893639565,0.004004999995231628,0.0042860000394284725,15007400.0,8255.73046875,8372.0595703125,8183.35009765625,8247.1796875,4712399872,0.6807590126991272,0.6904500126838684,0.6658959984779358,0.6767129898071289,249039008.0,1.0002100467681885,1.0069500207901,0.9942499995231628,1.0003600120544434,2569299968.0,695.072021484375,715.5780029296875,686.791015625,696.530029296875,2021549952.0
2018-05-20,0.0042500002309679985,0.004476000089198351,0.003907000180333853,0.004422999918460846,15909900.0,8246.990234375,8562.41015625,8205.240234375,8513.25,5191059968,0.6772580146789551,0.704613983631134,0.6733480095863342,0.7002440094947815,275614016.0,1.0014699697494507,1.0046600103378296,0.9907559752464294,0.9991170167922974,2610939904.0,697.9229736328125,723.7529907226562,692.6690063476562,715.3690185546875,2156910080.0
2018-05-21,0.004397000186145306,0.0044189998880028725,0.0039470000192523,0.004271000158041716,18454500.0,8522.330078125,8557.51953125,8365.1201171875,8418.990234375,5154990080,0.7004410028457642,0.703050971031189,0.6762030124664307,0.6815869808197021,250480992.0,0.9995920062065125,1.007539987564087,0.996845006942749,1.0029699802398682,2406449920.0,717.1929931640625,719.2780151367188,692.4940185546875,699.2219848632812,2005170048.0
2018-05-22,0.0042119999416172504,0.004280999768525362,0.003823000006377697,0.0038509999867528677,10205700.0,8419.8701171875,8423.25,8004.580078125,8041.77978515625,5137010176,0.6821510195732117,0.68293297290802,0.6445879936218262,0.645566999912262,234712992.0,1.0031299591064453,1.0064899921417236,0.9960619807243347,1.0029699802398682,2417590016.0,700.177978515625,700.9760131835938,644.0260009765625,647.7410278320312,2230469888.0
2018-05-23,0.0038580000400543213,0.004273999948054552,0.003435000078752637,0.0035910001024603844,14899100.0,8037.080078125,8054.66015625,7507.8798828125,7557.81982421875,6491120128,0.6486340165138245,0.6491209864616394,0.5869969725608826,0.599593997001648,482480992.0,1.0007699728012085,1.0139199495315552,0.9960529804229736,1.0040199756622314,3360600064.0,646.6699829101562,651.635986328125,572.9520263671875,583.5850219726562,2995429888.0
2018-05-24,0.003590000094845891,0.003713000100106001,0.0032480000518262386,0.0034990001004189253,10460200.0,7561.1201171875,7738.60009765625,7331.14013671875,7587.33984375,6049220096,0.5992069840431213,0.6402580142021179,0.5892720222473145,0.6319969892501831,440532992.0,1.0013500452041626,1.0124900341033936,0.99372798204422,0.9988179802894592,3122710016.0,584.5360107421875,610.8179931640625,557.2059936523438,601.7550048828125,2791099904.0
2018-05-25,0.003473999910056591,0.0036069999914616346,0.0033760000951588154,0.003513999981805682,10613600.0,7592.2998046875,7659.14013671875,7392.64990234375,7480.14013671875,4867829760,0.6329240202903748,0.6362079977989197,0.6033340096473694,0.6110010147094727,289816000.0,0.9992920160293579,1.0140000581741333,0.9905530214309692,1.000440001487732,2375610112.0,602.1400146484375,617.1859741210938,575.6240234375,586.7340087890625,2110919936.0
